v0,energy_0,energy_1,energy_2,energy_3
0.0,9.86960440108936,24.6740110027234,49.3480220054468,24.6740110027234
0.5025125628140703,10.6084735454664,25.6726407865240,50.3683704107466,24.6740110027234
1.0050251256281406,11.3176824599071,26.6584923028126,51.4167490980255,24.6740110027234
1.507537688442211,11.9975252640935,27.6316026798032,52.4894155384070,24.6740110027234
2.0100502512562812,12.6484066434355,28.5920333998428,53.5829428780147,24.6740110027234
2.5125628140703515,13.2708359413984,29.5398697117556,54.6942684402293,24.6740110027234
3.015075376884422,13.8654192599987,30.4752198264598,55.8207034922233,24.6740110027234
3.517587939698492,14.4328498951864,31.3982139133145,56.9599181611551,24.6740110027234
4.0201005025125625,14.9738974962432,32.3090029184539,58.1099125171598,24.6740110027234
4.522613065326633,15.4893963717067,33.2077572293737,59.2689815700394,24.6740110027234
5.025125628140703,15.9802333684018,34.0946652121750,60.4356791091599,24.6740110027234
5.527638190954773,16.4473357277065,34.9699316491151,61.6087832158224,24.6740110027234
6.030150753768844,16.8916592792615,35.8337761044875,62.7872648571721,24.6740110027234
6.532663316582914,17.3141772733701,36.6864312463940,63.9702600838252,24.6740110027234
7.035175879396984,17.7158700861027,37.5281411507922,65.1570458421611,24.6740110027234
7.537688442211055,18.0977159619015,38.3591596123964,66.3470191464899,24.6740110027234
8.040201005025125,18.4606828925082,39.1797484847194,67.5396792413313,24.6740110027234
8.542713567839195,18.8057216721228,39.9901760688948,68.7346123560138,24.6740110027234
9.045226130653266,19.1337601192236,40.7907155680562,69.9314786720826,24.6740110027234
9.547738693467336,19.4456984164864,41.5816436210822,71.1300011638773,24.6740110027234
10.050251256281406,19.7424054916967,42.3632389265681,72.3299560198314,24.6740110027234
10.552763819095476,20.0247163436571,43.1357809650406,73.5311643987609,24.6740110027234
11.055276381909547,20.2934302065550,43.8995488247689,74.7334853177928,24.6740110027234
11.557788944723617,20.5493094425605,44.6548201341001,75.9368095050960,24.6740110027234
12.060301507537687,20.7930790539979,45.4018701010926,77.1410540809261,24.6740110027234
12.562814070351758,21.0254267118453,46.1409706593594,78.3461579550967,24.6740110027234
13.065326633165828,21.2470032052603,46.8723897174741,79.5520778485388,24.6740110027234
13.567839195979898,21.4584232262784,47.5963905080211,80.7587848619402,24.6740110027234
