alpha,energy
0.9,-0.014764413732267511
0.9081632653061225,-0.006465242499777626
0.9163265306122449,-0.010323973232165776
0.9244897959183673,-0.012706541909446083
0.9326530612244899,-0.0056381357543692345
0.9408163265306123,-0.0020894990886257663
0.9489795918367347,0.0005346879535566146
0.9571428571428572,0.0014073674503257624
0.9653061224489796,0.0022702173574270165
0.9734693877551021,0.0031234048741888704
0.9816326530612245,0.003263741422190646
0.9897959183673469,0.0018752391320988604
0.9979591836734694,0.0026920025256465183
1.006122448979592,0.0021566594879857664
1.0142857142857142,2.579431948388465e-05
1.0224489795918368,0.0037885456833693307
1.0306122448979593,0.004591677448199891
1.0387755102040817,0.005386446817527724
1.0469387755102042,0.003189902038334063
1.0551020408163265,0.006951416529395543
1.063265306122449,0.007721869015278009
1.0714285714285714,0.00848446354516054
1.079591836734694,0.013405010769879676
1.0877551020408163,0.00696540177239225
1.0959183673469388,0.00769774888966852
1.1040816326530614,0.015582865576681947
1.1122448979591837,0.011295735776791396
1.1204081632653062,0.011902879734928033
1.1285714285714286,0.015196010204232783
1.136734693877551,0.013098746681520165
1.1448979591836734,0.015996068341351102
1.153061224489796,0.016665267395043967
1.1612244897959183,0.01732783351010462
1.1693877551020408,0.017983864071324053
1.1775510204081634,0.017734246344120755
1.1857142857142857,0.0192631968198073
1.1938775510204083,0.019821534148169544
1.2020408163265306,0.017649752031463704
1.2102040816326531,0.018193865743740496
1.2183673469387757,0.02099246662880844
1.226530612244898,0.016904007247400155
1.2346938775510203,0.02002419805453906
1.2428571428571429,0.02306033826854914
1.2510204081632654,0.02358229934411527
1.2591836734693878,0.024099353828301577
1.2673469387755103,0.024706457225386298
1.2755102040816326,0.01984262258951295
1.2836734693877552,0.02031601823095906
1.2918367346938777,0.023644056657946673
1.3,0.0266133730969651
