alpha,energy
1.0,-0.00530102402305372
1.0010050251256282,-0.005351665149247598
1.0020100502512563,-0.005563064446732078
1.0030150753768845,-0.005214078759756161
1.0040201005025127,-0.006694296211074724
1.0050251256281406,-0.005909520678239457
1.0060301507537688,-0.005302483443003129
1.007035175879397,-0.009014096387598852
1.0080402010050251,-0.008421414989417916
1.0090452261306533,-0.007362258977419369
1.0100502512562815,-0.007184003891976746
1.0110552763819096,-0.006644743741439639
1.0120603015075378,-0.008035357581654766
1.0130653266331657,-0.00812930132560035
1.014070351758794,-0.006902775301545741
1.015075376884422,-0.0031290812663423402
1.0160804020100502,-0.002882011251863552
1.0170854271356784,-0.0031273045489620815
1.0180904522613066,-0.0032352805026027508
1.0190954773869347,-0.007537838396143505
1.020100502512563,-0.006548685819915891
1.0211055276381908,-0.0028829401016727723
1.022110552763819,-0.0057954263325535405
1.0231155778894472,-0.002238371155882311
1.0241206030150753,-0.006929707954931469
1.0251256281407035,-0.0019373166633226717
1.0261306532663317,-0.0018242456866438377
1.0271356783919598,-0.0018772515767566979
1.028140703517588,-0.0018667962861819618
1.0291457286432162,-0.0014027694326548884
1.0301507537688441,-0.0018902262762163333
1.0311557788944723,-0.004212424496638196
1.0321608040201005,-0.0010593286844135406
1.0331658291457286,-0.001990219773063687
1.0341708542713568,-0.0038016006975503027
1.035175879396985,-0.0007904031386285746
1.0361809045226131,-0.0009166035261349084
1.0371859296482413,-0.00345748903669586
1.0381909547738692,-0.0038863835641085157
1.0391959798994974,-0.003891863626936905
1.0402010050251256,-0.0026205673205123552
1.0412060301507537,-0.0030454485406216833
1.042211055276382,-0.0036216258253252017
1.04321608040201,-0.002512245194529288
1.0442211055276382,-0.003393279185895355
1.0452261306532664,-0.002382533698427733
1.0462311557788944,-0.0031132361788552623
1.0472361809045225,-0.003424806373956075
1.0482412060301507,-0.0033549715032561165
1.0492462311557789,-0.0030173177052205944
1.050251256281407,-0.0033334400904581622
1.0512562814070352,-0.0029904700555204106
1.0522613065326634,-0.002697431174494145
1.0532663316582915,-0.0019785066270594305
1.0542713567839197,-0.0022799217340021666
1.0552763819095476,-0.0022354084399630056
1.0562814070351758,-0.003668692983070647
1.057286432160804,-0.0021993730702076454
1.0582914572864321,-0.0016852445509273756
